date	OrgPegNumber	OrgTubeNumber	PegNumber	TubeNumber	ScientificName	IDcertainty	Frequency	Fertile	Field_remarks	General_remarks
2000-08-01	-6	NA	59	2	Salix arctica	OK	3	No	No remarks	No remarks
2000-08-01	-6	NA	59	3	Equisetum arvense	OK	1	No	No remarks	No remarks
2000-08-01	-6	NA	59	3	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	3	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	4	Arctagrostis latifolia	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	4	Eriophorum triste	OK	3	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	4	Juncus triglumis	OK	1	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	4	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	4	Salix arctica	OK	3	No	No remarks	No remarks
2000-08-01	-6	NA	59	5	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	5	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	-6	NA	59	5	Vaccinium uliginosum	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	6	Arctagrostis latifolia	OK	3	No	No remarks	No remarks
2000-08-01	-6	NA	59	6	Carex saxatilis	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	7	Carex saxatilis	OK	3	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	7	Eriophorum scheuchzeri	OK	3	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	7	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	7	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	8	Dryas sp.	OK	1	No	No remarks	No remarks
2000-08-01	-6	NA	59	8	Eriophorum callitrix	OK	1	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	8	Eriophorum scheuchzeri	OK	1	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	8	Eriophorum triste	OK	1	No	No remarks	No remarks
2000-08-01	-6	NA	59	9	Carex saxatilis	OK	3	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	9	Eriophorum triste	OK	1	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	9	Luzula wahlenbergii	OK	1	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	9	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-6	NA	59	10	Arctagrostis latifolia	OK	2	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	10	Carex bigelowii	OK	2	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	10	Equisetum arvense	OK	1	No	No remarks	No remarks
2000-08-01	-6	NA	59	10	Eriophorum scheuchzeri	OK	2	Yes	No remarks	No remarks
2000-08-01	-6	NA	59	10	Vaccinium uliginosum	OK	1	No	No remarks	No remarks
2000-08-01	-6	NA	59	10	Stellaria longipes s.l.	OK	1	No	No remarks	No remarks
2000-08-01	-5	NA	60	1	Arctagrostis latifolia	OK	3	Yes	No remarks	No remarks
2000-08-01	-5	NA	60	1	Carex bigelowii	OK	3	Yes	No remarks	No remarks
2000-08-01	-5	NA	60	2	Carex bigelowii	OK	3	Yes	No remarks	No remarks
2000-08-01	-5	NA	60	2	Eriophorum scheuchzeri	OK	2	Yes	No remarks	No remarks
2000-08-01	-5	NA	60	2	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-1	NA	64	6	Draba sp.	OK	2	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	8	Draba nivalis	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	8	Kobresia myosuroides	OK	2	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	9	Draba nivalis	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	9	Draba subcapitata	OK	1	Yes	No remarks	No remarks
2000-08-01	65	NA	65	1	Pedicularis hirsuta	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	1	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	1	Salix arctica	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	1	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	2	Equisetum arvense	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	2	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	2	Salix arctica	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	2	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	3	Polygonum viviparum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	3	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	3	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	4	Carex capillaris	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	5	Carex bigelowii	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	5	Carex saxatilis	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	5	Luzula confusa	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	5	Polygonum viviparum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	6	Pedicularis flammea	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	6	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	6	Salix arctica	OK	3	Yes	No remarks	No remarks
2000-08-01	65	NA	65	6	Saxifraga oppositifolia	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	7	Pedicularis flammea	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	7	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	7	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	8	Carex saxatilis	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	8	Dryas sp.	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	8	Stellaria longipes s.l.	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	9	Carex bigelowii	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	9	Carex saxatilis	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	9	Dryas sp.	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	10	Carex saxatilis	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	10	Polygonum viviparum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	10	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	66	NA	66	1	Arctagrostis latifolia	OK	2	Yes	No remarks	No remarks
2000-08-01	66	NA	66	1	Salix arctica	OK	2	Yes	No remarks	No remarks
2000-08-01	66	NA	66	2	Arctagrostis latifolia	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	2	Carex saxatilis	OK	2	Yes	No remarks	No remarks
2000-08-01	66	NA	66	2	Equisetum arvense	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	2	Eriophorum triste	OK	3	No	No remarks	No remarks
2000-08-01	66	NA	66	3	Dupontia psilosantha	OK	2	Yes	No remarks	No remarks
2000-08-01	66	NA	66	3	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	3	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	3	Salix arctica	OK	3	No	No remarks	No remarks
2000-08-01	-5	NA	60	2	Salix arctica	OK	3	No	No remarks	No remarks
2000-08-01	-5	NA	60	3	Eriophorum scheuchzeri	OK	3	No	No remarks	No remarks
2000-08-01	-5	NA	60	3	Polygonum viviparum	OK	3	No	No remarks	No remarks
2000-08-01	-5	NA	60	3	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	-5	NA	60	3	Saxifraga cernua	OK	2	Yes	No remarks	No remarks
2000-08-01	-5	NA	60	4	Juncus castaneus	OK	3	Yes	No remarks	No remarks
2000-08-01	-5	NA	60	4	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-5	NA	60	4	Saxifraga cernua	OK	3	No	No remarks	No remarks
2000-08-01	-5	NA	60	4	Saxifraga foliolosa	OK	3	No	No remarks	No remarks
2000-08-01	-5	NA	60	4	Stellaria longipes s.l.	OK	1	No	No remarks	No remarks
2000-08-01	-5	NA	60	5	Poa arctica	OK	1	No	No remarks	No remarks
2000-08-01	-5	NA	60	5	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	-5	NA	60	5	Saxifraga cernua	OK	2	No	No remarks	No remarks
2000-08-01	-5	NA	60	6	Carex bigelowii	OK	3	No	No remarks	No remarks
2000-08-01	-5	NA	60	7	Arctagrostis latifolia	OK	1	No	No remarks	No remarks
2000-08-01	-5	NA	60	7	Carex bigelowii	OK	1	No	No remarks	No remarks
2000-08-01	-5	NA	60	7	Dupontia psilosantha	OK	3	Yes	No remarks	No remarks
2000-08-01	-5	NA	60	7	Eriophorum scheuchzeri	OK	2	No	No remarks	No remarks
2000-08-01	-5	NA	60	8	Eriophorum scheuchzeri	OK	2	No	No remarks	No remarks
2000-08-01	-5	NA	60	8	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-5	NA	60	8	Saxifraga cernua	OK	1	No	No remarks	No remarks
2000-08-01	-5	NA	60	9	Dupontia psilosantha	OK	3	Yes	No remarks	No remarks
2000-08-01	-5	NA	60	9	Eriophorum scheuchzeri	OK	2	No	No remarks	No remarks
2000-08-01	-5	NA	60	10	Eriophorum scheuchzeri	OK	3	No	No remarks	No remarks
2000-08-01	-5	NA	60	10	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	-5	NA	60	10	Salix arctica	OK	2	No	No remarks	No remarks
2000-08-01	-5	NA	60	10	Saxifraga cernua	OK	2	No	No remarks	No remarks
2000-08-01	-4	NA	61	3	Dupontia psilosantha	OK	2	No	No remarks	No remarks
2000-08-01	-4	NA	61	4	Alopecurus alpinus	OK	3	No	No remarks	No remarks
2000-08-01	-4	NA	61	4	Saxifraga foliolosa	OK	1	No	No remarks	No remarks
2000-08-01	-4	NA	61	6	Dupontia psilosantha	OK	2	No	No remarks	No remarks
2000-08-01	-4	NA	61	8	Dupontia psilosantha	OK	2	No	No remarks	No remarks
2000-08-01	-4	NA	61	9	Dupontia psilosantha	OK	2	No	No remarks	No remarks
2000-08-01	-4	NA	61	10	Dupontia psilosantha	OK	3	No	No remarks	No remarks
2000-08-01	-4	NA	61	10	Ranunculus pygmaeus	OK	3	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	1	Minuartia biflora	OK	3	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	2	Draba glabella	OK	1	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	2	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	2	Potentilla hyparctica	OK	3	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	2	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	3	Cerastium arcticum	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	3	Draba glabella	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	3	Draba nivalis	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	3	Dryas sp.	OK	3	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	4	Draba glabella	OK	2	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	4	Minuartia biflora	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	5	Arctagrostis latifolia	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	5	Carex saxatilis	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	5	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	5	Juncus biglumis	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	6	Carex saxatilis	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	6	Dupontia psilosantha	OK	2	Yes	No remarks	No remarks
2000-08-01	66	NA	66	6	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	6	Luzula wahlenbergii	OK	1	Yes	No remarks	No remarks
2000-08-01	66	NA	66	6	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	7	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	7	Salix arctica	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	8	Arctagrostis latifolia	OK	3	No	No remarks	No remarks
2000-08-01	66	NA	66	8	Carex bigelowii	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	8	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	8	Vaccinium uliginosum	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	9	Arctagrostis latifolia	OK	2	Yes	No remarks	No remarks
2000-08-01	66	NA	66	9	Carex saxatilis	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	10	Dupontia psilosantha	OK	2	Yes	No remarks	No remarks
2000-08-01	66	NA	66	10	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	10	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	10	Salix arctica	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	1	Dryas sp.	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	1	Equisetum arvense	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	4	Potentilla hyparctica	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	4	Saxifraga cernua	OK	1	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	5	Potentilla hyparctica	OK	2	No	No remarks	No remarks
2000-08-01	-2	NA	63	5	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	5	Saxifraga cernua	OK	2	No	No remarks	No remarks
2000-08-01	-2	NA	63	5	Silene acaulis	OK	2	No	No remarks	No remarks
2000-08-01	-2	NA	63	6	Trisetum spicatum	OK	2	No	No remarks	No remarks
2000-08-01	-2	NA	63	7	Carex rupestris	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	7	Cerastium arcticum	OK	2	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	7	Draba nivalis	OK	3	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	8	Potentilla hyparctica	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	8	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	8	Trisetum spicatum	OK	2	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	9	Cerastium arcticum	OK	1	Yes	No remarks	No remarks
2000-08-01	-2	NA	63	9	Trisetum spicatum	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	10	Cerastium arcticum	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	10	Draba nivalis	Cfr.	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	10	Melandrium triflorum	OK	1	No	No remarks	No remarks
2000-08-01	-2	NA	63	10	Trisetum spicatum	OK	1	No	No remarks	No remarks
2000-08-01	-1	NA	64	1	Cerastium arcticum	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	1	Dryas sp.	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	2	Carex nardina	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	4	Cerastium arcticum	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	4	Draba nivalis	OK	1	Yes	No remarks	No remarks
2000-08-01	67	NA	67	1	Eriophorum triste	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	1	Juncus biglumis	OK	1	Yes	No remarks	No remarks
2000-08-01	67	NA	67	2	Carex bigelowii	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	2	Carex saxatilis	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	2	Equisetum arvense	OK	2	Yes	No remarks	No remarks
2000-08-01	67	NA	67	2	Eriophorum triste	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	3	Carex saxatilis	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	3	Equisetum arvense	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	3	Equisetum variegatum	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	3	Eriophorum triste	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	4	Carex bigelowii	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	4	Carex saxatilis	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	4	Equisetum arvense	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	4	Eriophorum triste	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	5	Carex bigelowii	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	5	Carex saxatilis	OK	3	Yes	No remarks	No remarks
2000-08-01	67	NA	67	5	Equisetum arvense	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	5	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	5	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	6	Cassiope tetragona	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	6	Dryas sp.	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	6	Equisetum variegatum	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	6	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	7	Equisetum variegatum	OK	2	No	No remarks	No remarks
2000-08-01	-1	NA	64	5	Carex nardina	OK	1	No	No remarks	No remarks
2000-08-01	-1	NA	64	5	Draba nivalis	OK	2	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	6	Minuartia rubella	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	7	Carex nardina	OK	1	No	No remarks	No remarks
2000-08-01	-1	NA	64	7	Dryas sp.	OK	2	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	8	Carex rupestris	OK	3	No	No remarks	No remarks
2000-08-01	-1	NA	64	10	Carex nardina	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	10	Dryas sp.	OK	1	Yes	No remarks	No remarks
2000-08-01	-1	NA	64	10	Silene acaulis	OK	1	Yes	No remarks	No remarks
2000-08-01	65	NA	65	1	Carex saxatilis	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	1	Eriophorum triste	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	1	Stellaria longipes s.l.	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	2	Arctagrostis latifolia	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	2	Carex saxatilis	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	2	Dryas sp.	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	3	Carex saxatilis	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	3	Dryas sp.	OK	1	Yes	No remarks	No remarks
2000-08-01	65	NA	65	3	Festuca hyperborea	OK	2	Yes	No remarks	No remarks
2000-08-01	65	NA	65	3	Poa arctica	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	4	Carex saxatilis	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	4	Dryas sp.	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	4	Poa arctica	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	4	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	4	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	7	Eriophorum triste	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	7	Juncus biglumis	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	7	Pedicularis hirsuta	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	8	Eriophorum triste	OK	3	Yes	No remarks	No remarks
2000-08-01	67	NA	67	8	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	8	Salix arctica	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	9	Carex bigelowii	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	9	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	10	Carex bigelowii	OK	1	No	No remarks	No remarks
2000-08-01	67	NA	67	10	Carex misandra	OK	3	No	No remarks	No remarks
2000-08-01	67	NA	67	10	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	67	NA	67	10	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	1	Luzula confusa	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	1	Pedicularis hirsuta	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	1	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	2	Carex bigelowii	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	3	Carex bigelowii	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	3	Cassiope tetragona	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	3	Dryas sp.	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	3	Poa arctica	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	3	Polygonum viviparum	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	4	Dryas sp.	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	4	Hierochloë alpina	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	4	Poa arctica	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	5	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	5	Stellaria longipes s.l.	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	6	Carex saxatilis	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	6	Dryas sp.	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	6	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	7	Carex saxatilis	OK	2	No	No remarks	No remarks
2000-08-01	65	NA	65	7	Dryas sp.	OK	2	Yes	No remarks	No remarks
2000-08-01	65	NA	65	7	Luzula confusa	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	8	Luzula confusa	OK	3	Yes	No remarks	No remarks
2000-08-01	65	NA	65	8	Poa arctica	OK	3	Yes	No remarks	No remarks
2000-08-01	65	NA	65	8	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	65	NA	65	8	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	9	Pedicularis hirsuta	OK	1	Yes	No remarks	No remarks
2000-08-01	65	NA	65	9	Polygonum viviparum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	9	Vaccinium uliginosum	OK	3	No	No remarks	No remarks
2000-08-01	65	NA	65	9	Stellaria longipes s.l.	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	1	Carex bigelowii	OK	1	Yes	No remarks	No remarks
2000-08-01	66	NA	66	1	Carex saxatilis	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	1	Eriophorum triste	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	1	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	2	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	3	Arctagrostis latifolia	OK	3	No	No remarks	No remarks
2000-08-01	66	NA	66	3	Carex misandra	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	4	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	5	Hierochloë alpina	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	5	Oxyria digyna	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	5	Poa arctica	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	5	Polygonum viviparum	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	6	Poa arctica	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	6	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	6	Salix arctica	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	7	Carex bigelowii	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	7	Salix arctica	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	8	Cassiope tetragona	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	8	Dryas sp.	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	8	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	8	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	9	Carex bigelowii	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	9	Cassiope tetragona	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	9	Dryas sp.	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	10	Dryas sp.	OK	3	No	No remarks	No remarks
2000-08-01	68	NA	68	10	Luzula confusa	OK	1	No	No remarks	No remarks
2000-08-01	68	NA	68	10	Poa arctica	OK	2	No	No remarks	No remarks
2000-08-01	68	NA	68	10	Polygonum viviparum	OK	3	No	No remarks	No remarks
2000-08-01	69	NA	69	1	Poa arctica	OK	2	No	No remarks	No remarks
2000-08-01	69	NA	69	1	Polygonum viviparum	OK	3	No	No remarks	No remarks
2000-08-01	69	NA	69	1	Salix arctica	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	3	Carex saxatilis	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	4	Arctagrostis latifolia	OK	3	No	No remarks	No remarks
2000-08-01	66	NA	66	4	Carex bigelowii	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	4	Carex saxatilis	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	4	Dupontia psilosantha	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	5	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	5	Salix arctica	OK	3	No	No remarks	No remarks
2000-08-01	66	NA	66	5	Vaccinium uliginosum	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	6	Arctagrostis latifolia	OK	3	No	No remarks	No remarks
2000-08-01	66	NA	66	7	Arctagrostis latifolia	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	7	Carex saxatilis	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	7	Dupontia psilosantha	OK	2	Yes	No remarks	No remarks
2000-08-01	66	NA	66	7	Eriophorum triste	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	8	Carex saxatilis	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	8	Dupontia psilosantha	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	8	Eriophorum triste	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	8	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	9	Polygonum viviparum	OK	2	No	No remarks	No remarks
2000-08-01	66	NA	66	9	Salix arctica	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	9	Saxifraga cernua	OK	1	No	No remarks	No remarks
2000-08-01	66	NA	66	10	Arctagrostis latifolia	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	10	Carex saxatilis	OK	3	Yes	No remarks	No remarks
2000-08-01	66	NA	66	10	Vaccinium uliginosum	OK	1	Yes	No remarks	No remarks
2000-08-01	69	NA	69	1	Silene acaulis	OK	3	No	No remarks	No remarks
